,Text,Label
8706,"lol,,,,,,,,,,,,,,,,",4
8707,"mmmmm,,,,,,,,,,,,,,,,",4
8708,"luv ur butt....mmmmmm,,,,,,,,,,,,,,,,",5
8709,"im so happy,,,,,,,,,,,,,,,,",4
8710,"lol stop it,,,,,,,,,,,,,,,,",4
8711,"you are sooooo sweet,,,,,,,,,,,,,,,,",2
8712,"dummies,,,,,,,,,,,,,,,,",4
8713,"they r weird,,,,,,,,,,,,,,,,",4
8714,"they just don't know,,,,,,,,,,,,,,,,",4
8715,"i will learn from u,,,,,,,,,,,,,,,,",4
8716,""" and you will get an """"A"""""",,,,,,,,,,,,,,,,",4
8717,"u look tired,,,,,,,,,,,,,,,,",4
8718,"masterbate....lol,,,,,,,,,,,,,,,,",5
8719,"haha realy,,,,,,,,,,,,,,,,",4
8720,"and thinkin?,,,,,,,,,,,,,,,,",4
8721,"nobody ever kissed it b4 lol,,,,,,,,,,,,,,,,",5
8722,"lick here and there,,,,,,,,,,,,,,,,",5
8723,"where u lickin lol,,,,,,,,,,,,,,,,",4
8724,"you'll see,,,,,,,,,,,,,,,,",4
8725,"definately,,,,,,,,,,,,,,,,",4
8726,"realy,,,,,,,,,,,,,,,,",4
8727,"nice,,,,,,,,,,,,,,,,",4
8728,"what part,,,,,,,,,,,,,,,,",4
8729,"when ur in me an hold my head an tell me u luv me,,,,,,,,,,,,,,,,",5
8730,"like when we talk when were doin it?,,,,,,,,,,,,,,,,",4
8731,"lol,,,,,,,,,,,,,,,,",4
8732,"wha else will u say lol ,,,,,,,,,,,,,,,,",4
8733,"ur so hot,,,,,,,,,,,,,,,,",1
8734,"god u feel good baby,,,,,,,,,,,,,,,,",3
8735,"not what u think i want to hear,,,,,,,,,,,,,,,,",4
8736,"ok u think im a goof now?,,,,,,,,,,,,,,,,",4
8737,"just teachin,,,,,,,,,,,,,,,,",4
8738,"just like i said it will just flow,,,,,,,,,,,,,,,,",4
8739,"u make me feel so so special,,,,,,,,,,,,,,,,",1
8740,"i wish i culd kiss u ,,,,,,,,,,,,,,,,",5
8741,"me too mmmmm,,,,,,,,,,,,,,,,",4
8742,"it would be a long one,,,,,,,,,,,,,,,,",4
8743,"mmmmmm,,,,,,,,,,,,,,,,",4
8744,"u like ,,,,,,,,,,,,,,,,",4
8745,"lol,,,,,,,,,,,,,,,,",4
8746,"doin comforters too,,,,,,,,,,,,,,,,",4
8747,"i have a top sheet and 2 comforters,,,,,,,,,,,,,,,,",4
8748,"lol,,,,,,,,,,,,,,,,",4
8749,"lol,,,,,,,,,,,,,,,,",4
8750,"do you know where ur clitoris is,,,,,,,,,,,,,,,,",5
8751,"lol i feel stupid cant i wait for u 2 show me? ,,,,,,,,,,,,,,,,",3
8752,"don't feel stupid it ok,,,,,,,,,,,,,,,,",4
8753,"i wanna b with u when i do it the first time it will b special an i wanna b special,,,,,,,,,,,,,,,,",3
8754,"and??? lol,,,,,,,,,,,,,,,,",4
8755,"i'll do anything you want,,,,,,,,,,,,,,,,",4
8756,"oh me too,,,,,,,,,,,,,,,,",4
8757,"there is no possible way you couldn't,,,,,,,,,,,,,,,,",4
8758,"thinkin of you baby,,,,,,,,,,,,,,,,",3
8759,"yes,,,,,,,,,,,,,,,,",4
8760,"yes,,,,,,,,,,,,,,,,",4
8761,"sliding in you,,,,,,,,,,,,,,,,",5
8762,"wow,,,,,,,,,,,,,,,,",4
8763,"i luv u baby,,,,,,,,,,,,,,,,",1
8764,"wish we could curl up now,,,,,,,,,,,,,,,,",4
8765,"me 2,,,,,,,,,,,,,,,,",4
8766,"yeah,,,,,,,,,,,,,,,,",4
8767,"lol,,,,,,,,,,,,,,,,",4
8768,"there half done,,,,,,,,,,,,,,,,",4
8769,"kk,,,,,,,,,,,,,,,,",4
8770,"ok,,,,,,,,,,,,,,,,",4
8771,"will u get me bubble bath lol,,,,,,,,,,,,,,,,",5
8772,"k luv,,,,,,,,,,,,,,,,",3
8773,"u must fell asleep ,,,,,,,,,,,,,,,,",4
8774,"gone to work for a bit. waited for you to be on. guess we'll talk later. fell asleep last nite lol,,,,,,,,,,,,,,,,",0
8775,"there u r,,,,,,,,,,,,,,,,",4
8776,"here i is baby,,,,,,,,,,,,,,,,",4
8777,"mmm,,,,,,,,,,,,,,,,",4
8778,"what cha doin,,,,,,,,,,,,,,,,",2
8779,"waitin for u,,,,,,,,,,,,,,,,",4
8780,"im cold,,,,,,,,,,,,,,,,",4
8781,"how com u got a girl over there,,,,,,,,,,,,,,,,",4
8782,"i luv u,,,,,,,,,,,,,,,,",1
8783,"luv u 2 baby,,,,,,,,,,,,,,,,",1
8784,"for a bit,,,,,,,,,,,,,,,,",4
8785,"nuttin else to do,,,,,,,,,,,,,,,,",4
8786,"im here with nothin 2 do,,,,,,,,,,,,,,,,",4
8787,"well,,,,,,,,,,,,,,,,",4
8788,"well what,,,,,,,,,,,,,,,,",4
8789,"oh didn't know we sealed the deal,,,,,,,,,,,,,,,,",4
8790,"its ok,,,,,,,,,,,,,,,,",4
8791,"i no,,,,,,,,,,,,,,,,",4
8792,"i have to work but after,,,,,,,,,,,,,,,,",4
8793,"im on margaret,,,,,,,,,,,,,,,,",4
8794,"shouldn't be hard to find,,,,,,,,,,,,,,,,",4
8795,"i cant wait,,,,,,,,,,,,,,,,",4
8796,"that's why i was asking what is close,,,,,,,,,,,,,,,,",4
8797,"mmmmmmm,,,,,,,,,,,,,,,,",4
8798,"thinkin lol,,,,,,,,,,,,,,,,",4
8799,"i cant wait 2 b with u,,,,,,,,,,,,,,,,",3
8800,"oh yeah baby,,,,,,,,,,,,,,,,",3
8801,"u want me 2 spend the nite tomorow,,,,,,,,,,,,,,,,",4
8802,"play it by ear,,,,,,,,,,,,,,,,",4
8803,"i understand,,,,,,,,,,,,,,,,",4
8804,"i just wanna b with u as long as i can,,,,,,,,,,,,,,,,",3
8805,"ur funny,,,,,,,,,,,,,,,,",4
8806,"mmmmmmm,,,,,,,,,,,,,,,,",4
8807,"and they are only gonna get worse as the day goes on,,,,,,,,,,,,,,,,",4
8808,"supposed to keep going into tonight,,,,,,,,,,,,,,,,",4
8809,"haha,,,,,,,,,,,,,,,,",4
8810,"4ish,,,,,,,,,,,,,,,,",4
8811,"or so,,,,,,,,,,,,,,,,",4
8812,"traffic is heavy that time of day,,,,,,,,,,,,,,,,",4
8813,"k,,,,,,,,,,,,,,,,",4
8814,"tomorow u will,,,,,,,,,,,,,,,,",4
8815,"yes really,,,,,,,,,,,,,,,,",4
8816,"every time i look at ur pic i get horny as hell,,,,,,,,,,,,,,,,",5
8817,"if i dont do somethin right will u tell me,,,,,,,,,,,,,,,,",3
8818,"geeeeeeeeeeesh,,,,,,,,,,,,,,,,",4
8819,"haha,,,,,,,,,,,,,,,,",4
8820,""" i wanna save """"that"""" for later"",,,,,,,,,,,,,,,,",4
8821,"might have to do it today if i keep lookin at ya,,,,,,,,,,,,,,,,",4
8822,"-*,,,,,,,,,,,,,,,,",4
8823,"-*,,,,,,,,,,,,,,,,",4
8824,"lol,,,,,,,,,,,,,,,,",4
8825,",,,,,,,,,,,,,,,,",4
8826,"im havin something wrong with my computer,,,,,,,,,,,,,,,,",4
8827,"yes,,,,,,,,,,,,,,,,",4
8828,"r u tired,,,,,,,,,,,,,,,,",4
8829,"ot too bad just need coffee,,,,,,,,,,,,,,,,",4
8830,"im bringing u some lol3,,,,,,,,,,,,,,,,",4
8831,"i dont no im getting weird stuff,,,,,,,,,,,,,,,,",4
8832,"u there? crap can u see me,,,,,,,,,,,,,,,,",4
8833,"hello,,,,,,,,,,,,,,,,",4
8834,"ok,,,,,,,,,,,,,,,,",4
8835,"nope,,,,,,,,,,,,,,,,",4
8836,"couch hair,,,,,,,,,,,,,,,,",4
8837,"nop just tellin ya what i look like,,,,,,,,,,,,,,,,",2
8838,"hahaha i no that,,,,,,,,,,,,,,,,",4
8839,"lol,,,,,,,,,,,,,,,,",4
8840,"k,,,,,,,,,,,,,,,,",4
8841,"omg lol,,,,,,,,,,,,,,,,",4
8842,"im like 5 1,,,,,,,,,,,,,,,,",4
8843,"105,,,,,,,,,,,,,,,,",4
8844,"i luv u terry,,,,,,,,,,,,,,,,",1
8845,"i luv u too baby,,,,,,,,,,,,,,,,",3
8846,"that makes me smile ,,,,,,,,,,,,,,,,",4
8847,"yea,,,,,,,,,,,,,,,,",4
8848,"yea is that ok,,,,,,,,,,,,,,,,",4
8849,"u use ur tongue?,,,,,,,,,,,,,,,,",5
8850,"dont u?,,,,,,,,,,,,,,,,",4
8851,"i got my clothes all ready lol u think im goofy?,,,,,,,,,,,,,,,,",4
8852,"hopefully we get over the nervousness on the way here,,,,,,,,,,,,,,,,",4
8853,"then what ever comes natural,,,,,,,,,,,,,,,,",4
8854,"im trying 2 picture it in my head,,,,,,,,,,,,,,,,",4
8855,"anything anywhere u want,,,,,,,,,,,,,,,,",4
8856,"i just closed my eyes 2 picture us lol,,,,,,,,,,,,,,,,",3
8857,"nice,,,,,,,,,,,,,,,,",4
8858,"then just hold it there while i kiss you,,,,,,,,,,,,,,,,",5
8859,"no question,,,,,,,,,,,,,,,,",4
8860,"but it won't be long for the second,,,,,,,,,,,,,,,,",4
8861,"i will 2,,,,,,,,,,,,,,,,",4
8862,"not going to enter you first thing,,,,,,,,,,,,,,,,",4
8863,"i have to taste you,,,,,,,,,,,,,,,,",5
8864,"yes baby,,,,,,,,,,,,,,,,",1
8865,"u ok?,,,,,,,,,,,,,,,,",4
8866,"just so horny for you,,,,,,,,,,,,,,,,",5
8867,"it's amazing,,,,,,,,,,,,,,,,",4
8868,"not far,,,,,,,,,,,,,,,,",4
8869,"u think about me at work 2day,,,,,,,,,,,,,,,,",3
8870,"every minute,,,,,,,,,,,,,,,,",4
8871,"gawd that makes me happy,,,,,,,,,,,,,,,,",4
8872,"i know but it feels good at the time,,,,,,,,,,,,,,,,",4
8873,"awwwwwww,,,,,,,,,,,,,,,,",4
8874,"i cant wait 2 play with the kitty,,,,,,,,,,,,,,,,",4
8875,"i got to close that pic or i'm gonna cum all over it,,,,,,,,,,,,,,,,",5
8876,"hahaha,,,,,,,,,,,,,,,,",4
8877,"i dare ya,,,,,,,,,,,,,,,,",4
8878,"lol,,,,,,,,,,,,,,,,",4
8879,"actually it isn't....flat screen it's light,,,,,,,,,,,,,,,,",4
8880,"if it sticks on th computer screen it mite be,,,,,,,,,,,,,,,,",4
8881,"i'd just say my luv made me do it,,,,,,,,,,,,,,,,",3
8882,"u r so special baby,,,,,,,,,,,,,,,,",1
8883,"u r,,,,,,,,,,,,,,,,",4
8884,"ty baby,,,,,,,,,,,,,,,,",3
8885,"you already are the sex is secondary,,,,,,,,,,,,,,,,",5
8886,"mmm,,,,,,,,,,,,,,,,",4
8887,"down plz,,,,,,,,,,,,,,,,",4
8888,"i like,,,,,,,,,,,,,,,,",4
8889,"boo boos,,,,,,,,,,,,,,,,",4
8890,"im giving u kisses for them,,,,,,,,,,,,,,,,",5
8891,"it's ok just workin man's hands...arghhhhhhh,,,,,,,,,,,,,,,,",4
8892,"mmmmm yea,,,,,,,,,,,,,,,,",4
8893,"oops,,,,,,,,,,,,,,,,",4
8894,"go eat,,,,,,,,,,,,,,,,",4
8895,"yes sir lol,,,,,,,,,,,,,,,,",4
8896,"hi baby,,,,,,,,,,,,,,,,",3
8897,"nuttin petting the kitten and watchin tv,,,,,,,,,,,,,,,,",4
8898,"buddy,,,,,,,,,,,,,,,,",4
8899,"thats cute,,,,,,,,,,,,,,,,",4
8900,"tears the hell out of the place but that's ok,,,,,,,,,,,,,,,,",4
8901,"we were drinking buddies,,,,,,,,,,,,,,,,",4
8902,"i quit drinking and moved out gave her the divorce,,,,,,,,,,,,,,,,",4
8903,"u see ur kids alot?,,,,,,,,,,,,,,,,",4
8904,"we work in the same building,,,,,,,,,,,,,,,,",4
8905,"i don't have any with her.,,,,,,,,,,,,,,,,",4
8906,"my 2 biological are from my first wife,,,,,,,,,,,,,,,,",3
8907,"not at all,,,,,,,,,,,,,,,,",4
8908,"its ok,,,,,,,,,,,,,,,,",4
8909,"u friends with her 2,,,,,,,,,,,,,,,,",4
8910,"i try 2 b happy,,,,,,,,,,,,,,,,",4
8911,"i know baby,,,,,,,,,,,,,,,,",3
8912,"i no that,,,,,,,,,,,,,,,,",4
8913,"yes we can,,,,,,,,,,,,,,,,",4
8914,"k,,,,,,,,,,,,,,,,",4
8915,"where do we meet,,,,,,,,,,,,,,,,",2
8916,"theres a chuch i can walk 2 ,,,,,,,,,,,,,,,,",3
8917,"i dont care,,,,,,,,,,,,,,,,",4
8918,"cottage,,,,,,,,,,,,,,,,",4
8919,"ok cool that's easy enough,,,,,,,,,,,,,,,,",4
8920,"its holy cross,,,,,,,,,,,,,,,,",4
8921,"sounds good,,,,,,,,,,,,,,,,",4
8922,"stop it,,,,,,,,,,,,,,,,",4
8923,"i hate it when u do that,,,,,,,,,,,,,,,,",2
8924,"not all girls do,,,,,,,,,,,,,,,,",4
8925,"wha,,,,,,,,,,,,,,,,",4
8926,"i luv u 2,,,,,,,,,,,,,,,,",3
8927,"tell me,,,,,,,,,,,,,,,,",4
8928,"hahaha,,,,,,,,,,,,,,,,",4
8929,"just one thought after another,,,,,,,,,,,,,,,,",4
8930,"i hope so,,,,,,,,,,,,,,,,",4
8931,"r u now?,,,,,,,,,,,,,,,,",4
8932,"wha u doin,,,,,,,,,,,,,,,,",4
8933,"can i take pics of you,,,,,,,,,,,,,,,,",2
8934,"u realy wanna,,,,,,,,,,,,,,,,",4
8935,"ok,,,,,,,,,,,,,,,,",4
8936,"u dont wanna see my face?,,,,,,,,,,,,,,,,",2
8937,"cuz i want some with no clothes on,,,,,,,,,,,,,,,,",5
8938,"i want 2 ,,,,,,,,,,,,,,,,",4
8939,"so then ur lookin at me,,,,,,,,,,,,,,,,",2
8940,"yes,,,,,,,,,,,,,,,,",4
8941,"if u don't like them i will delete them,,,,,,,,,,,,,,,,",4
8942,"that's hot,,,,,,,,,,,,,,,,",4
8943,"damn u drive me crazy,,,,,,,,,,,,,,,,",3
8944,"me too,,,,,,,,,,,,,,,,",4
8945,"i will b there,,,,,,,,,,,,,,,,",4
8946,"an im gonna kiss u,,,,,,,,,,,,,,,,",5
8947,"-*,,,,,,,,,,,,,,,,",4
8948,"im from texarkana,,,,,,,,,,,,,,,,",4
8949,"o im 13 m arkansas,,,,,,,,,,,,,,,,",4
8950,"yah why r u,,,,,,,,,,,,,,,,",4
8951,"ipod,,,,,,,,,,,,,,,,",4
8952,">,,,,,,,,,,,,,,,,",4
8953,"yeah,,,,,,,,,,,,,,,,",4
8954,"well i thought maybe you are down the street,,,,,,,,,,,,,,,,",4
8955,"lol,,,,,,,,,,,,,,,,",4
8956,"u wanna be friends?,,,,,,,,,,,,,,,,",2
8957,"no,,,,,,,,,,,,,,,,",4
8958,"because we are differnt ages dont mean we cant be friends,,,,,,,,,,,,,,,,",2
8959,"i think ur older anyway,,,,,,,,,,,,,,,,",4
8960,"y dont you beleive me rob?,,,,,,,,,,,,,,,,",3
8961,"well i jst thought you wouldnt mind being a friend,,,,,,,,,,,,,,,,",2
8962,"oh,,,,,,,,,,,,,,,,",4
8963,"maybe i could get a ipod for you someday,,,,,,,,,,,,,,,,",3
8964,"wtf,,,,,,,,,,,,,,,,",4
8965,"lol,,,,,,,,,,,,,,,,",4
8966,"ok ,,,,,,,,,,,,,,,,",4
8967,"how old do you want me to be?,,,,,,,,,,,,,,,,",4
8968,"ew,,,,,,,,,,,,,,,,",4
8969,"what,,,,,,,,,,,,,,,,",4
8970,"so you do have a gf,,,,,,,,,,,,,,,,",3
8971,"no,,,,,,,,,,,,,,,,",4
8972,"-/,,,,,,,,,,,,,,,,",4
8973,"thsts cuz ur gay,,,,,,,,,,,,,,,,",5
8974,"yes,,,,,,,,,,,,,,,,",4
8975,"oh,,,,,,,,,,,,,,,,",4
8976,"i think ur old,,,,,,,,,,,,,,,,",4
8977,"ok,,,,,,,,,,,,,,,,",4
8978,"what is it,,,,,,,,,,,,,,,,",4
8979,"wow,,,,,,,,,,,,,,,,",4
8980,"why would i want to i dont get it,,,,,,,,,,,,,,,,",4
8981,"ok,,,,,,,,,,,,,,,,",4
8982,"heheheheheheheheheh you 13 yo boys,,,,,,,,,,,,,,,,",4
8983,"what did u say b4 my yahoo crashed,,,,,,,,,,,,,,,,",4
8984,"oh,,,,,,,,,,,,,,,,",4
8985,"20,,,,,,,,,,,,,,,,",4
8986,"ur creepy,,,,,,,,,,,,,,,,",4
8987,"smarter than u,,,,,,,,,,,,,,,,",1
8988,"yah,,,,,,,,,,,,,,,,",4
8989,"yah see thats creepy,,,,,,,,,,,,,,,,",4
8990,"a friendly one,,,,,,,,,,,,,,,,",4
8991,"noting,,,,,,,,,,,,,,,,",4
8992,"hey,,,,,,,,,,,,,,,,",4
8993,"what are you doing rob?,,,,,,,,,,,,,,,,",2
8994,"well i guess i will go if your busy,,,,,,,,,,,,,,,,",0
8995,"oh,,,,,,,,,,,,,,,,",4
8996,"what,,,,,,,,,,,,,,,,",4
8997,"about what,,,,,,,,,,,,,,,,",4
8998,"are you friendly?,,,,,,,,,,,,,,,,",2
8999,"im not comfy being someone im not,,,,,,,,,,,,,,,,",4
9000,"how old r u,,,,,,,,,,,,,,,,",2
9001,"i do,,,,,,,,,,,,,,,,",4
9002,"do you want me to like you like that?,,,,,,,,,,,,,,,,",3
9003,"well you decide ,,,,,,,,,,,,,,,,",4
9004,"im 13 why u wanna b my friend,,,,,,,,,,,,,,,,",2
9005,"why,,,,,,,,,,,,,,,,",4
9006,"how come u dont go 2 the beach?,,,,,,,,,,,,,",4
9007,"well yeah course, i mean, if u really would wanna do that with me?,,,,,,,,,,,",1
9008,"and spend the nite?,,,,,,,,,,,,,",0
9009,"maybe someday,,,,,,,,,,,,,",4
9010,"Just sticking my legs in the pool,,,,,,,,,,,,,",4
9011,"are u wet?,,,,,,,,,,,,,",5
9012,"u should get more picsx,,,,,,,,,,,,,",5
9013,"finger u, lick u, fuck u (he gets right to the point),,,,,,,,,,,",5
9014,"sorry but i think i better go b4 i fall asleep typin lol,,,,,,,,,,,,,",4
9015,"alrite im gonna shut up now so i can be ready,,,,,,,,,,,,,",4
9016,"got it and i got my calling card,,,,,,,,,,,,,",4
9017,"hows that weird?,,,,,,,,,,,,,",4
9018,"learn anything good at school?,,,,,,,,,,,,,",3
9019,"u just sit around witha fishing pole all day,,,,,,,,,,,,,",4
9020,"leave work early lol,,,,,,,,,,,,,",4
9021,"ya i would just need an address to where i would pick you up so i know how to get there from the farry ,,,,,,,,,,,,,",0
9022,"wen u come over,,,,,,,,,,,,,",0
9023,"whens the last time u had sex?,,,,,,,,,,,,,",5
9024,"would start kissing and then my hands roam over your breast and nipples,,,,,,,,,,,,,",5
9025,"what exit,,,,,,,,,,,,,",4
9026,"i will finish later ,,,,,,,,,,,,,",4
9027,"i dont no mayb she went to the store,,,,,,,,,,,,,",6
9028,"just got home from work sweety,,,,,,,,,,,,,",1
9029,"i wish and want to see you reaching great heights.. ,,,,,,,,,,,,,",4
9030,"so what can i do or try to do, to make smile,,,,,,,,,,,,",1
9031,"ok so i will hope to here from you this weekend and my brother wants to watch a movie ,,,,,,,,,,,,,",4
9032,"but if u dnt want then dfntly will behvae like gentle man,,,,,,,,,,,,,",4
9033,"u gonna be on 2morrow,,,,,,,,,,,,,",4
9034,"i got cuttoff jeans but not sweats,,,,,,,,,,,,,",4
9035,"i kinda wish u were closer id like to hang out with you i think,,,,,,,,,,,,,",1
9036,"u want me to get a cowgirl hat,,,,,,,,,,,,,",4
9037,"Thanks baby,,,,,,,,,,,,,",1
9038,"gonna keep tryin to get U to do that too I guess,,,,,,,,,,,,,",4
9039,"bj (They always come back to the subject of sex.),,,,,,,,,,,,,",5
9040,"i think they r goin like at 5,,,,,,,,,,,,,",6
9041,"sorry, people came and I had to leave,,,,,,,,,,,,",4
9042,"lol i try,,,,,,,,,,,,,",4
9043,"it's not like here,,,,,,,,,,,,,",4
9044,"happens every month,,,,,,,,,,,,,",4
9045,"you have a pic?,,,,,,,,,,,,,",2
9046,"so which side is good for me to pak my car?,,,,,,,,,,,,,",4
9047,"i'm nervous on how you feel,,,,,,,,,,,,,",4
9048,"what was the line,,,,,,,,,,,,,",4
9049,"U played that guy at pool anymore?,,,,,,,,,,,,,",3
9050,"honey...,,,,,,,,,,,,,",1
9051,"i know baby,,,,,,,,,,,,,",1
9052,"she's not around anymore?,,,,,,,,,,,,,",6
9053,"so where from?,,,,,,,,,,,,,",2
9054,"I will tickle ur belly button,,,,,,,,,,,,,",5
9055,"so he takes him to his native place,,,,,,,,,,,,,",4
9056,"fine,,,,,,,,,,,,,",4
9057,"night, sweet dreams,,,,,,,,,,,,",4
9058,"u aint tellin me wat u gonna wear,,,,,,,,,,,,,",1
9059,"what if i play sick onfri,,,,,,,,,,,,,",4
9060,"lol...i bet...your really hot to me,,,,,,,,,,,,,",1
9061,"what did you have for supper tonight,,,,,,,,,,,,,",4
9062,"ya they r leaving at noon 4 sure,,,,,,,,,,,,,",6
9063,"so what u gonna do on the eekend?,,,,,,,,,,,,,",4
9064,"but can u come at 10 o motel?,,,,,,,,,,,,,",0
9065,"i always nice to u cause u the sweet one,,,,,,,,,,,,,",1
9066,"y u wanna talk bout it if itz not gonna happen?,,,,,,,,,,,,,",4
9067,"me either,,,,,,,,,,,,,",4
9068,"what do u do in winter?,,,,,,,,,,,,,",4
9069,"watched movies n she brought her x box over,,,,,,,,,,,,,",4
9070,"wat are you up to?,,,,,,,,,,,,,",2
9071,"or am i taking it wrong ,,,,,,,,,,,,,",4
9072,"what u will do first when u meet me?,,,,,,,,,,,,,",0
9073,"miss you more,,,,,,,,,,,,,",1
9074,"cuz i've never done this before,,,,,,,,,,,,,",5
9075,"i was born there but came here when iw as one,,,,,,,,,,,,,",4
9076,"I was thinking about getting you more into the music I listen to today,,,,,,,,,,,,,",3
9077,"btw how long you will be online?,,,,,,,,,,,,,",4
9078,"u alwayz make me feel nice when ucall me baby3,,,,,,,,,,,,,",1
9079,"think I am cute huh..well I think u are extremely gorgous....,,,,,,,,,,,,,",1
9080,"just got back on to tell you i love you,,,,,,,,,,,,,",1
9081,"i want u to be very happy with me,,,,,,,,,,,,,",1
9082,"no its not,,,,,,,,,,,,,",4
9083,"I like when you tell me how much ya need me and stuff,,,,,,,,,,,,,",1
9084,"I prob be on late around 1-2 am,, drunk,, more then likely,, if your up you can take advantage of me ),,,,,,,",1
9085,"ya if i meet sum1 i rely lik i mite,,,,,,,,,,,,,",3
9086,"Do u swear to me that is u in those pics?,,,,,,,,,,,,,",3
9087,"and u like older guys huh?,,,,,,,,,,,,,",4
9088,"make miles say 5,,,,,,,,,,,,,",4
9089,"you keep saying that,,,,,,,,,,,,,",4
9090,"or a picture phone,,,,,,,,,,,,,",4
9091,"u should try it ,,,,,,,,,,,,,",5
9092,"pizza an ice cream works,,,,,,,,,,,,,",3
9093,"the shorts r kahki n the top is white with a yellow buterlfly with sparkles on it,,,,,,,,,,,,,",4
9094,"u know i wanted to see u,,,,,,,,,,,,,",1
9095,"whats that?,,,,,,,,,,,,,",4
9096,"no go ahead,,,,,,,,,,,,,",4
9097,"ill be back in a few ok gf,,,,,,,,,,,,,",4
9098,"i always wanted to learn that,,,,,,,,,,,,,",4
9099,"i want a nice gf,,,,,,,,,,,,,",3
9100,"i really liked talking to you today, I want to a lot more,,,,,,,,,,,,",1
9101,"hey can you bring like mikes or something,,,,,,,,,,,,,",4
9102,"and i laid down and wen to sleep for good,,,,,,,,,,,,,",4
9103,"omg no way,,,,,,,,,,,,,",4
9104,"well i live in columbus now,,,,,,,,,,,,,",4
9105,"wow i cant believe u said that thats so swesome,,,,,,,,,,,,,",4
9106,"Yahoo Instant Messenger 3/12/14,,,,,,,,,,,,,",2
9107,"YEAH, THEN WE WOULDNT HAVE 2 HIDE WHEN WE MEET,LOL,,,,,,,,,,,",0
9108,"ur mean,,,,,,,,,,,,,",4
9109,"why would i get upset?,,,,,,,,,,,,,",4
9110,"is ur wife still mad?,,,,,,,,,,,,,",3
9111,"was it just the tip ?,,,,,,,,,,,,,",4
9112,"AND u like cars!,,,,,,,,,,,,,",4
9113,"im a real private person,,,,,,,,,,,,,",4
9114,"nice have to tell me what size, and ill try to get a few somehow lol,,,,,,,,,,,,",4
9115,"like i'm a freak thats why im upset,,,,,,,,,,,,,",4
9116,"she prob gonna be awake for a while yet too huh,,,,,,,,,,,,,",4
9117,"i am an honest guy,,,,,,,,,,,,,",4
9118,"it has a 1/3 karrot round diamond in the center,,,,,,,,,,,,,",4
9119,"I mean, I don't care, judge, etc.. anyone, if you are nice you are nice ya know,,,,,,,,,",3
9120,"urs comes 1st,,,,,,,,,,,,,",4
9121,"so where is it im would b going ,,,,,,,,,,,,,",4
9122,"they look good she liked it alot too said i looked great nude,,,,,,,,,,,,,",5
9123,"1177 E Main St, Gentry Ar, 72734-8950 USA,,,,,,,,,,,",0
9124,"i dont like body hair,,,,,,,,,,,,,",5
9125,"dont wanna pee my pants,,,,,,,,,,,,,",5
9126,"i stoped when u left,,,,,,,,,,,,,",4
9127,"im confused,,,,,,,,,,,,,",4
9128,"what color panties,,,,,,,,,,,,,",5
9129,"we are bf and gf,,,,,,,,,,,,,",3
9130,"just replie to it,,,,,,,,,,,,,",4
9131,"i would have stopped talking to you a long time ago,,,,,,,,,,,,,",4
9132,"what u doing tonight,,,,,,,,,,,,,",4
9133,"wish i could see,,,,,,,,,,,,,",4
9134,"What u eating,,,,,,,,,,,,,",4
9135,"just messin,,,,,,,,,,,,,",4
9136,"u think it wil be fun wit me,,,,,,,,,,,,,",1
9137,"i still love u,,,,,,,,,,,,,",1
9138,"i like u,,,,,,,,,,,,,",1
9139,"ok ur gonna get a shower an go rite?,,,,,,,,,,,,,",4
9140,"wow that would b so kewl,,,,,,,,,,,,,",4
9141,"ah i just wanted to see some pics of u,,,,,,,,,,,,,",3
9142,"will it b special 4 u?,,,,,,,,,,,,,",4
9143,"iam just feeling depress ....sorry,,,,,,,,,,,,,",3
9144,"i mean tell anyone?,,,,,,,,,,,,,",4
9145,"where u live,,,,,,,,,,,,,",2
9146,"NOT EVEN 4 ME?,,,,,,,,,,,,,",4
9147,"u dont gotta car?,,,,,,,,,,,,,",0
9148,"can u call me tonight?,,,,,,,,,,,,,",4
9149,"watcha doin 4 the weeken nethin fun?,,,,,,,,,,,,,",4
9150,"lol no way baby, I can't wait to see you.,,,,,,,,,,,,",0
9151,"y go fishin alot,,,,,,,,,,,,,",4
9152,"depends what time i get in im going to try to work 8 hours,,,,,,,,,,,,,",4
9153,"whas crazy>?,,,,,,,,,,,,,",4
9154,"not much been busy with work,,,,,,,,,,,,,",4
9155,"i just wanted to help you know your area so we could meet some where else,,,,,,,,,,,,,",0
9156,"lived here all my life,,,,,,,,,,,,,",4
9157,"i did 1x b4,,,,,,,,,,,,,",5
9158,"letting you watch the TV,,,,,,,,,,,,,",4
9159,"my aunt has faucets in her house that does that,,,,,,,,,,,,,",4
9160,"well......i guesss we could plan dinner when we get to the point of getting hungry....when were there,,,,,,,,,,,,,",0
9161,"lolz theyd prolly fall down,,,,,,,,,,,,,",4
9162,"thats when you lift you top to show boobs,,,,,,,,,,,,,",5
9163,"housetomyself,,,,,,,,,,,,,",6
9164,"you didn't think I'd wanna kiss you ?......I try ;),,,,,,,,,,,,,",5
9165,"in 5 minutes,,,,,,,,,,,,,",4
9166,"for breakfast,,,,,,,,,,,,,",4
9167,"mmm i am going to have sweet dreams tonight,,,,,,,,,,,,,",4
9168,"probly aqua teen hunger force or somethin,,,,,,,,,,,,,",4
9169,"never really chatted like this b4,,,,,,,,,,,,,",1
